Panther_lodging_Dianna,Panther_lodging_Dean,Panther_lodging_Cora,Panther_parking_Lorriane,Panther_parking_Asia,Panther_lodging_Kara,Panther_lodging_Drew,Panther_lodging_Ricky,Panther_parking_Clarence,Panther_parking_Adela,Panther_lodging_Heather,Panther_office_Daina,Panther_lodging_Arlene,Panther_office_Catherine,Panther_other_Bethel,Panther_lodging_Paulette,Panther_other_Iva,Panther_education_Richard,Panther_parking_Jody,Panther_office_Woodrow,Panther_education_Aurora,Panther_office_Kristen,Panther_office_Antonette,Panther_office_Valarie,Panther_lodging_Georgie,Panther_lodging_Shelia,Panther_lodging_Juliet,Panther_parking_Stanley,Panther_lodging_Bonnie,Panther_lodging_Aaron,Panther_education_Karri,Panther_lodging_Jacquelyn,Panther_education_Lacey,Panther_lodging_Marlyn,Panther_lodging_Janice,Panther_office_Larry,Panther_lodging_Otis,Final_Anomaly
0.0,0.0,7.9494,13.6653,0.0,0.6057,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,12.8704,15.0281,0.0,0.8706,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6781,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,2.2712,11.8105,0.0,0.1136,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,10.3342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,10.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,1.1356,12.189,0.0,0.1514,0.0,0.0,378.541,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
378.541,0.0,0.0,10.7127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,7.9494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,9.5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,8.8579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.1356,8.8579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,378.541,0.0,0.0,378.541,0.0,0.0,0.0,1.1356,0.0,0.0,9.4635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,1.1356,0.0,1
21576.837000000003,0.0,0.0,8.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10599.148,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9918.5313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,1.1356,0.0,1
14763.098999999998,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,23091.001,0.0,0.0,0.0,1.5142,0.0,3.5961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3785.41,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,21576.837000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,1.5142,0.0,1
6813.738,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,20441.214,0.0,0.0,0.0,0.0,0.0,0.0,8110.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8706.443000000001,0.0,4.5425,10.4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,2.2712,0.0,23469.542,0.0,0.0,0.0,0.0,0.0,0.0,10426.9118,0.0,0.0,757.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,5299.5740000000005,1
10599.148,0.0,0.0,12.2269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,6.4352,0.0,23469.542,0.0,0.0,0.0,0.0,0.0,0.0,12706.8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,6056.656,1
17034.345,0.0,18.17,13.0218,0.0,0.1136,0.0,3785.41,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,20062.673,0.0,0.0,0.0,0.0,0.0,0.0,8715.1494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,1.1356,4163.951,1
17791.427,0.0,1.1356,8.4036,0.0,0.0,0.0,7192.279,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,19305.591,0.0,0.0,0.0,0.0,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,4542.492,1
1135.623,0.0,0.0,8.3658,0.0,0.0,0.0,9463.525,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,31418.903,378.541,0.0,0.0,1.1356,0.0,0.0,12.1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,2649.7870000000003,1
0.0,757.082,2.2712,9.5014,0.0,0.0,0.0,3785.41,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,4921.032999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,4.921,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
378.541,0.0,0.0,8.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.1356,8.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,8.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.4036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.5142,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
378.541,0.0,0.0,8.5172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,7.9872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,10599.148,1.1356,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,1135.623,0.0,0.0,1
0.0,0.0,0.0,8.5929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,6813.738,0.0,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11734.771,2.6498,0.0,1
0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,18.5485,0.0,0.0,0.0,0.0,0.0,35.5829,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,1.1356,0.0,1
0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,3406.869,0.0,0.0,20062.673,0.0,0.0,13248.935,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,8.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,4542.492,0.0,0.0,15520.181,378.541,0.0,0.0,0.0,0.0,0.0,2.6498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,1.1356,0.0,1
0.0,0.0,0.0,8.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,5678.115,0.0,0.0,20819.755,0.0,0.0,0.0,0.0,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5142,0.0,1
0.0,0.0,0.0,9.2743,0.0,0.0,6813.738,0.0,0.0,3576.8339,0.0,37.8541,5678.115,2.6498,0.0,22712.46,0.0,0.0,0.0,1.1356,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,20.4412,15.2552,0.0,0.0,4921.032999999999,0.0,0.0,0.0,0.0,37.8541,7949.361,1.1356,0.0,23091.001,0.0,0.0,1135.623,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,6056.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,1
0.0,0.0,0.0,10.3342,0.0,0.0,10599.148,5678.115,0.0,0.0,0.0,37.8541,6435.196999999999,2.6498,0.0,20441.214,378.541,0.0,0.0,1.1356,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,9.8799,0.0,0.0,0.0,2271.246,0.0,0.0,0.0,37.8541,6435.196999999999,1.1356,0.0,7570.82,0.0,0.0,378.541,1.1356,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,1
0.0,0.0,1.1356,9.8421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,7570.82,2.6498,0.0,0.0,378.541,0.0,7192.279,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
378.541,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,9.9556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5142,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,10.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,10.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,10.2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,1.1356,9.9935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
378.541,0.0,0.0,10.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,10.4477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,4.921,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,10.9777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,378.541,1.1356,11.3184,0.0,0.0,0.0,0.0,378.541,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,11.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,11.3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,11.4319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,51.8601,0.0,1
0.0,0.0,0.0,11.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,11.8105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,4.921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12491.853,0.0,0.0,1
0.0,0.0,1.1356,12.3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16655.804,0.0,0.0,1
0.0,0.0,0.0,12.4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,2.6498,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,10220.607,0.0,0.0,1
0.0,0.0,0.0,12.2269,0.0,0.0,6813.738,0.0,0.0,0.0,0.0,37.8541,0.0,3.4069,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,2.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10220.607,0.0,0.0,1
0.0,0.0,0.0,12.0376,0.0,0.0,5299.5740000000005,0.0,0.0,0.0,0.0,37.8541,0.0,6.4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4921.032999999999,0.0,0.0,1
0.0,0.0,0.0,12.0755,0.0,0.0,10599.148,0.0,0.0,0.0,0.0,37.8541,0.0,3.4069,0.0,0.0,0.0,0.0,0.0,1.1356,0.0,0.0,2.6498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3406.869,1.5142,0.0,1
0.0,0.0,0.0,11.8483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,6.4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6945.4703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435.196999999999,3.4069,0.0,1
378.541,0.0,0.0,12.0755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,7192.279,0.0,0.0,0.0,1878.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.623,0.0,0.0,1
0.0,0.0,1.1356,12.3026,0.0,0.0,0.0,0.0,378.541,0.0,0.0,37.8541,0.0,6.0567,0.0,378.541,0.0,0.0,5678.115,0.0,0.0,0.0,5.6781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514.164,0.0,0.0,1
0.0,0.0,1.1356,12.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,7192.279,0.0,0.0,0.0,7.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
0.0,0.0,0.0,12.6811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,12.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.8541,0.0,1.1356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5425,0.0,0.0,0.0,0.0,378.541,0.0,0.0,0.0,0.0,0.0,0.0,378.541,0.0,0.0,1
